question,db,lbl,sql,diff,related_tab_cnts,answer,related_tabs
How many Yelp_Business close after 8PM on Mondays?,public_review_platform,11,SELECT COUNT(T1.business_id) FROM Business_Hours AS T1 INNER JOIN Days AS T2 ON T1.day_id = T2.day_id WHERE T2.day_of_week LIKE 'Monday' AND T1.closing_time > '8PM',,2,1477.0,public_review_platform#sep#Days#sep#Days [TAB] public_review_platform#sep#Business_Hours
How many businesses have a romantic ambiance?,public_review_platform,11,SELECT COUNT(T2.business_id) FROM Attributes AS T1 INNER JOIN Business_Attributes AS T2 ON T1.attribute_id = T2.attribute_id WHERE T2.attribute_value = 'true' AND T1.attribute_name = 'ambience_romantic',,2,86.0,public_review_platform#sep#Attributes#sep#Attributes [TAB] public_review_platform#sep#Business_Attributes#sep#Business_Attributes
How many businesses accept insurance?,public_review_platform,11,SELECT COUNT(T1.business_id) FROM Business_Attributes AS T1 INNER JOIN Attributes AS T2 ON T1.attribute_id = T2.attribute_id WHERE T2.attribute_name = 'Accepts Insurance' AND T1.attribute_value = 'true',,2,13.0,public_review_platform#sep#Business_Attributes#sep#Business_Attributes [TAB] public_review_platform#sep#Attributes#sep#Attributes
"What is the percentage for the Yelp businesses in ""Pets"" category of all businesses?",public_review_platform,0,SELECT CAST(SUM(CASE WHEN T2.category_name = 'Pets' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(T2.category_name) FROM Business_Categories AS T1 INNER JOIN Categories AS T2 ON T1.category_id = T2.category_id,,2,0.704757110495847,public_review_platform#sep#Business_Categories#sep#Business_Categories [TAB] public_review_platform#sep#Categories#sep#Categories
"How many times is the number of ""Women's Clothing"" Yelp businesses to ""Men's Clothing""?",public_review_platform,0,SELECT CAST(SUM(CASE WHEN T2.category_name = 'Women''s Clothing' THEN 1 ELSE 0 END) AS REAL) / SUM(CASE WHEN T2.category_name = 'Men''s Clothing' THEN 1 ELSE 0 END) AS TIMES FROM Business_Categories AS T1 INNER JOIN Categories AS T2 ON T1.category_id = T2.category_id,,2,1.923728813559322,public_review_platform#sep#Business_Categories#sep#Business_Categories [TAB] public_review_platform#sep#Categories#sep#Categories
"Calculate the percentage of business with attribute name of ""Accepts Credit Cards"".",public_review_platform,0,SELECT CAST(SUM(CASE WHEN T1.attribute_name = 'Accepts Credit Cards' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(T1.attribute_name) FROM Attributes AS T1 INNER JOIN Business_Attributes AS T2 ON T1.attribute_id = T2.attribute_id,,2,5.204557975006524,public_review_platform#sep#Attributes#sep#Attributes [TAB] public_review_platform#sep#Business_Attributes#sep#Business_Attributes
"Compare the number of business between the category of ""Men's Clothing"" and ""Women's Clothing"".",public_review_platform,0,SELECT SUM(CASE WHEN T1.category_name = 'Men''s Clothing' THEN 1 ELSE 0 END) - SUM(CASE WHEN T1.category_name = 'Women''s Clothing' THEN 1 ELSE 0 END) AS diff FROM Categories AS T1 INNER JOIN Business_Categories AS T2 ON T1.category_id = T2.category_id,,2,-109.0,public_review_platform#sep#Business_Categories#sep#Business_Categories [TAB] public_review_platform#sep#Categories#sep#Categories
What is the ratio between business in shopping category and business in pets category?,public_review_platform,0,SELECT CAST(SUM(CASE WHEN T2.category_name = 'Shopping' THEN 1 ELSE 0 END) AS REAL) / SUM(CASE WHEN T2.category_name = 'Pets' THEN 1 ELSE 0 END) AS radio FROM Business_Categories AS T1 INNER JOIN Categories AS T2 ON T1.category_id = T2.category_id,,2,8.113636363636363,public_review_platform#sep#Business_Categories#sep#Business_Categories [TAB] public_review_platform#sep#Categories#sep#Categories
How many businesses are registered in the database under 'Banks & Credit Unions' category?,public_review_platform,1,SELECT COUNT(T2.business_id) FROM Categories AS T1 INNER JOIN Business_Categories AS T2 ON T1.category_id = T2.category_id WHERE T1.category_name = 'Banks & Credit Unions',,2,94.0,public_review_platform#sep#Business_Categories#sep#Business_Categories [TAB] public_review_platform#sep#Categories#sep#Categories
How many businesses that are registered in the database can be attributed to 'Good for Kids'?,public_review_platform,11,SELECT COUNT(T2.business_id) FROM Attributes AS T1 INNER JOIN Business_Attributes AS T2 ON T1.attribute_id = T2.attribute_id WHERE T1.attribute_name = 'Good for Kids' AND T2.attribute_value = 'true',,2,4720.0,public_review_platform#sep#Attributes#sep#Attributes [TAB] public_review_platform#sep#Business_Attributes#sep#Business_Attributes
"Sum up the number of business with ""ambience_romantic"" attribute.",public_review_platform,11,SELECT COUNT(T2.business_id) FROM Attributes AS T1 INNER JOIN Business_Attributes AS T2 ON T1.attribute_id = T2.attribute_id WHERE T1.attribute_name = 'ambience_romantic' AND T2.attribute_value = 'true',,2,86.0,public_review_platform#sep#Attributes#sep#Attributes [TAB] public_review_platform#sep#Business_Attributes#sep#Business_Attributes
In how many businesses with the ambience_trendy attribute?,public_review_platform,11,"SELECT COUNT(T2.business_id) FROM Attributes AS T1 INNER JOIN Business_Attributes AS T2 ON T1.attribute_id = T2.attribute_id WHERE T1.attribute_name = 'ambience_trendy' AND T2.attribute_value IN ('none', 'no', 'false')",,2,3855.0,public_review_platform#sep#Attributes#sep#Attributes [TAB] public_review_platform#sep#Business_Attributes#sep#Business_Attributes
What is the total number of word cited under that class labelled 'AI'?,citeseer,1,SELECT COUNT(DISTINCT T2.word_cited_id) FROM paper AS T1 INNER JOIN content AS T2 ON T1.paper_id = T2.paper_id WHERE T1.class_label = 'AI',,2,1979.0,citeseer#sep#content [TAB] citeseer#sep#paper#sep#paper2 [TAB] citeseer#sep#paper#sep#paper3 [TAB] citeseer#sep#paper#sep#paper1 [TAB] citeseer#sep#paper#sep#paper5 [TAB] citeseer#sep#paper#sep#paper0 [TAB] citeseer#sep#paper#sep#paper4
How many papers were cited by schmidt99advanced cited word3555?,citeseer,11,SELECT COUNT(T2.paper_id) FROM cites AS T1 INNER JOIN content AS T2 ON T1.cited_paper_id = T2.paper_id WHERE T1.citing_paper_id = 'schmidt99advanced' AND T2.word_cited_id = 'word3555',,2,0.0,citeseer#sep#cites [TAB] citeseer#sep#content
"In the papers classified as ML, how many cited butz01algorithmic?",citeseer,11,SELECT COUNT(T1.paper_id) FROM paper AS T1 INNER JOIN cites AS T2 ON T1.paper_id = T2.citing_paper_id WHERE T1.class_label = 'ML' AND T2.cited_paper_id = 'butz01algorithmic',,2,1.0,citeseer#sep#cites [TAB] citeseer#sep#paper#sep#paper2 [TAB] citeseer#sep#paper#sep#paper3 [TAB] citeseer#sep#paper#sep#paper1 [TAB] citeseer#sep#paper#sep#paper5 [TAB] citeseer#sep#paper#sep#paper0 [TAB] citeseer#sep#paper#sep#paper4
How many keywords does the episode that was aired on 2008/10/19 have?,simpson_episodes,1,SELECT COUNT(T2.keyword) FROM Episode AS T1 INNER JOIN Keyword AS T2 ON T1.episode_id = T2.episode_id WHERE T1.air_date = '2008-10-19';,,2,9.0,simpson_episodes#sep#Keyword#sep#Keyword [TAB] simpson_episodes#sep#Episode#sep#Episode
"Among the students from the navy department, how many of them have payment due?",student_loan,11,SELECT COUNT(T1.name) FROM enlist AS T1 INNER JOIN no_payment_due AS T2 ON T1.`name` = T2.`name` WHERE T1.organ = 'navy' AND T2.bool = 'pos',,2,37.0,student_loan#sep#no_payment_due#sep#no_payment_due0 [TAB] student_loan#sep#no_payment_due#sep#no_payment_due1 [TAB] student_loan#sep#enlist#sep#enlist1 [TAB] student_loan#sep#enlist#sep#enlist6 [TAB] student_loan#sep#enlist#sep#enlist4 [TAB] student_loan#sep#enlist#sep#enlist5 [TAB] student_loan#sep#enlist#sep#enlist2 [TAB] student_loan#sep#enlist#sep#enlist3 [TAB] student_loan#sep#enlist#sep#enlist0
Count the number of students from UCSD enlisted in the peace corps.,student_loan,11,SELECT COUNT(T1.name) FROM enlist AS T1 INNER JOIN enrolled AS T2 ON T1.`name` = T2.`name` WHERE T2.school = 'ucsd' AND T1.organ = 'peace_corps',,2,5.0,student_loan#sep#enrolled#sep#enrolled0 [TAB] student_loan#sep#enrolled#sep#enrolled4 [TAB] student_loan#sep#enrolled#sep#enrolled1 [TAB] student_loan#sep#enrolled#sep#enrolled2 [TAB] student_loan#sep#enrolled#sep#enrolled3 [TAB] student_loan#sep#enrolled#sep#enrolled5 [TAB] student_loan#sep#enlist#sep#enlist1 [TAB] student_loan#sep#enlist#sep#enlist6 [TAB] student_loan#sep#enlist#sep#enlist4 [TAB] student_loan#sep#enlist#sep#enlist5 [TAB] student_loan#sep#enlist#sep#enlist2 [TAB] student_loan#sep#enlist#sep#enlist3 [TAB] student_loan#sep#enlist#sep#enlist0
How many SMC's students that absent for 7 months?,student_loan,11,SELECT COUNT(T1.name) FROM enrolled AS T1 INNER JOIN longest_absense_from_school AS T2 ON T1.name = T2.name WHERE T1.school = 'smc' AND T2.month = 7,,2,22.0,student_loan#sep#longest_absense_from_school#sep#longest_absense_from_school4 [TAB] student_loan#sep#longest_absense_from_school#sep#longest_absense_from_school2 [TAB] student_loan#sep#longest_absense_from_school#sep#longest_absense_from_school3 [TAB] student_loan#sep#longest_absense_from_school#sep#longest_absense_from_school6 [TAB] student_loan#sep#longest_absense_from_school#sep#longest_absense_from_school0 [TAB] student_loan#sep#longest_absense_from_school#sep#longest_absense_from_school1 [TAB] student_loan#sep#longest_absense_from_school#sep#longest_absense_from_school5 [TAB] student_loan#sep#longest_absense_from_school#sep#longest_absense_from_school7 [TAB] student_loan#sep#enrolled#sep#enrolled0 [TAB] student_loan#sep#enrolled#sep#enrolled4 [TAB] student_loan#sep#enrolled#sep#enrolled1 [TAB] student_loan#sep#enrolled#sep#enrolled2 [TAB] student_loan#sep#enrolled#sep#enrolled3 [TAB] student_loan#sep#enrolled#sep#enrolled5
Calculate the ratio between unemployed students and disabled students.,student_loan,0,SELECT CAST(( SELECT COUNT(name) FROM unemployed ) AS REAL ) / ( SELECT COUNT(name) FROM disabled ),,2,1.0315789473684212,student_loan#sep#disabled#sep#disabled [TAB] student_loan#sep#unemployed#sep#unemployed
How many students are enlisted in the Peace Corps organization are enrolled in UCSD school?,student_loan,11,SELECT COUNT(T1.name) FROM enlist AS T1 INNER JOIN enrolled AS T2 ON T1.name = T2.name WHERE T1.organ = 'peace_corps' AND T2.school = 'ucsd',,2,5.0,student_loan#sep#enrolled#sep#enrolled0 [TAB] student_loan#sep#enrolled#sep#enrolled4 [TAB] student_loan#sep#enrolled#sep#enrolled1 [TAB] student_loan#sep#enrolled#sep#enrolled2 [TAB] student_loan#sep#enrolled#sep#enrolled3 [TAB] student_loan#sep#enrolled#sep#enrolled5 [TAB] student_loan#sep#enlist#sep#enlist1 [TAB] student_loan#sep#enlist#sep#enlist6 [TAB] student_loan#sep#enlist#sep#enlist4 [TAB] student_loan#sep#enlist#sep#enlist5 [TAB] student_loan#sep#enlist#sep#enlist2 [TAB] student_loan#sep#enlist#sep#enlist3 [TAB] student_loan#sep#enlist#sep#enlist0
How many students is disabled and unemployed at the same time?,student_loan,0,SELECT COUNT(T1.name) FROM disabled AS T1 INNER JOIN unemployed AS T2 ON T2.name = T1.name,,2,13.0,student_loan#sep#disabled#sep#disabled [TAB] student_loan#sep#unemployed#sep#unemployed
How many disabled students are male?,student_loan,0,SELECT COUNT(T1.name) FROM male AS T1 INNER JOIN disabled AS T2 ON T1.name = T2.name,,2,47.0,student_loan#sep#male#sep#male [TAB] student_loan#sep#disabled#sep#disabled
"Among students with 1 month of absenses, how many of them are enlisted in the air force department?",student_loan,11,SELECT COUNT(T1.name) FROM longest_absense_from_school AS T1 INNER JOIN enlist AS T2 ON T1.name = T2.name WHERE T1.month = 1 AND T2.organ = 'air_force',,2,3.0,student_loan#sep#longest_absense_from_school#sep#longest_absense_from_school4 [TAB] student_loan#sep#longest_absense_from_school#sep#longest_absense_from_school2 [TAB] student_loan#sep#longest_absense_from_school#sep#longest_absense_from_school3 [TAB] student_loan#sep#longest_absense_from_school#sep#longest_absense_from_school6 [TAB] student_loan#sep#longest_absense_from_school#sep#longest_absense_from_school0 [TAB] student_loan#sep#longest_absense_from_school#sep#longest_absense_from_school1 [TAB] student_loan#sep#longest_absense_from_school#sep#longest_absense_from_school5 [TAB] student_loan#sep#longest_absense_from_school#sep#longest_absense_from_school7 [TAB] student_loan#sep#enlist#sep#enlist1 [TAB] student_loan#sep#enlist#sep#enlist6 [TAB] student_loan#sep#enlist#sep#enlist4 [TAB] student_loan#sep#enlist#sep#enlist5 [TAB] student_loan#sep#enlist#sep#enlist2 [TAB] student_loan#sep#enlist#sep#enlist3 [TAB] student_loan#sep#enlist#sep#enlist0
How many of the unemployed students are disabled?,student_loan,0,SELECT COUNT(T1.name) FROM unemployed AS T1 INNER JOIN disabled AS T2 ON T1.name = T2.name,,2,13.0,student_loan#sep#disabled#sep#disabled [TAB] student_loan#sep#unemployed#sep#unemployed
How many users believed that their productivity is ever affected by a mental health issue overall?,mental_health_survey,11,SELECT COUNT(T1.UserID) FROM Answer AS T1 INNER JOIN Question AS T2 ON T1.QuestionID = T2.questionid WHERE T2.questionid = 54 AND T1.AnswerText LIKE 'Yes',,2,367.0,mental_health_survey#sep#Question#sep#Question [TAB] mental_health_survey#sep#Answer#sep#Answer
How many users participated in the mental health survey for 2014?,mental_health_survey,1,SELECT COUNT(DISTINCT T1.UserID) FROM Answer AS T1 INNER JOIN Survey AS T2 ON T1.SurveyID = T2.SurveyID WHERE T2.Description = 'mental health survey for 2014',,2,1260.0,mental_health_survey#sep#Answer#sep#Answer [TAB] mental_health_survey#sep#Survey#sep#Survey
How many users lived in Canada according to 2018's survey?,mental_health_survey,11,SELECT COUNT(T2.UserID) FROM Question AS T1 INNER JOIN Answer AS T2 ON T1.questionid = T2.QuestionID WHERE T2.SurveyID = 2018 AND T1.questiontext = 'What country do you live in?' AND T2.AnswerText = 'Canada',,2,8.0,mental_health_survey#sep#Question#sep#Question [TAB] mental_health_survey#sep#Answer#sep#Answer
"According to 2016's survey, what is the number of users with a mental health disorder in the past?",mental_health_survey,11,SELECT COUNT(T2.UserID) FROM Question AS T1 INNER JOIN Answer AS T2 ON T1.questionid = T2.QuestionID WHERE T2.SurveyID = 2016 AND T1.questiontext LIKE 'Have you had a mental health disorder in the past?' AND T2.AnswerText = 'Yes',,2,736.0,mental_health_survey#sep#Question#sep#Question [TAB] mental_health_survey#sep#Answer#sep#Answer
"How many users answered ""Yes"" to the question ""Have you had a mental health disorder in the past?"" in 3 consecutive years starting from 2016?",mental_health_survey,11,"SELECT COUNT(T2.UserID) FROM Question AS T1 INNER JOIN Answer AS T2 ON T1.questionid = T2.QuestionID WHERE T2.SurveyID IN (2016, 2017, 2018) AND T1.questiontext LIKE 'Have you had a mental health disorder in the past?' AND T2.AnswerText = 'Yes'",,2,1271.0,mental_health_survey#sep#Question#sep#Question [TAB] mental_health_survey#sep#Answer#sep#Answer
What is the rate of increase of users with a current mental disorder from 2019's survey to 2016's survey?,mental_health_survey,11,SELECT CAST(( SELECT COUNT(T2.UserID) FROM Question AS T1 INNER JOIN Answer AS T2 ON T1.questionid = T2.QuestionID WHERE T2.SurveyID = 2019 AND T1.questiontext LIKE 'Do you currently have a mental health disorder?' AND T2.AnswerText = 'Yes' ) - ( SELECT COUNT(T2.UserID) FROM Question AS T1 INNER JOIN Answer AS T2 ON T1.questionid = T2.QuestionID WHERE T2.SurveyID = 2016 AND T1.questiontext LIKE 'Do you currently have a mental health disorder?' AND T2.AnswerText = 'Yes' ) AS REAL) * 100 / ( SELECT COUNT(T2.UserID) FROM Question AS T1 INNER JOIN Answer AS T2 ON T1.questionid = T2.QuestionID WHERE T2.SurveyID = 2016 AND T1.questiontext LIKE 'Do you currently have a mental health disorder?' AND T2.AnswerText = 'Yes' ),,2,-74.43478260869566,mental_health_survey#sep#Question#sep#Question [TAB] mental_health_survey#sep#Answer#sep#Answer
Tell the number of surveys that contained the question “What country do you work in?”.,mental_health_survey,10,SELECT COUNT(DISTINCT T1.QuestionID) FROM Answer AS T1 INNER JOIN Question AS T2 ON T1.QuestionID = T2.questionid INNER JOIN Survey AS T3 ON T1.SurveyID = T3.SurveyID WHERE T2.questiontext = 'What country do you work in?',,3,1.0,mental_health_survey#sep#Question#sep#Question [TAB] mental_health_survey#sep#Answer#sep#Answer [TAB] mental_health_survey#sep#Survey#sep#Survey
"Provide the number of users who took part in the ""mental health survey for 2016"".",mental_health_survey,1,SELECT COUNT(DISTINCT T1.UserID) FROM Answer AS T1 INNER JOIN Survey AS T2 ON T1.SurveyID = T2.SurveyID WHERE T2.Description = 'mental health survey for 2016',,2,1433.0,mental_health_survey#sep#Answer#sep#Answer [TAB] mental_health_survey#sep#Survey#sep#Survey
"How many different answers did the question ""Describe the conversation you had with your previous employer about your mental health, including their reactions and actions taken to address your mental health issue/questions."" get?",mental_health_survey,1,"SELECT COUNT(DISTINCT T1.AnswerText) FROM Answer AS T1 INNER JOIN Question AS T2 ON T1.QuestionID = T2.questionid WHERE T2.questiontext LIKE 'Describe the conversation you had with your previous employer about your mental health, including their reactions and actions taken to address your mental health issue/questions.'",,2,229.0,mental_health_survey#sep#Question#sep#Question [TAB] mental_health_survey#sep#Answer#sep#Answer
"For the question “What US state or territory do you work in?”, how many people gave ""Kansas"" as the answer?",mental_health_survey,11,SELECT COUNT(T1.UserID) FROM Answer AS T1 INNER JOIN Question AS T2 ON T1.QuestionID = T2.questionid WHERE T2.questiontext LIKE 'What US state or territory do you work in?' AND T1.AnswerText = 'Kansas',,2,23.0,mental_health_survey#sep#Question#sep#Question [TAB] mental_health_survey#sep#Answer#sep#Answer
